"Name";"global_id";"Razdel";"Kod";"Nomdescr";"Idx";
"Услуги по уходу с обеспечением проживания, предоставляемые для детей с умственными и физическими недостатками, психиатрическими заболеваниями и наркологическими расстройствами";"273502305";"Q";"87.20.11.000";"";"Q.87.20.11.000";
"Услуги по уходу с обеспечением проживания, предоставляемые для взрослых с умственными и физическими недостатками, психиатрическими заболеваниями и наркологическими расстройствами";"273502306";"Q";"87.20.12";"";"Q.87.20.12";
"Услуги по уходу с обеспечением проживания, предоставляемые для взрослых с умственными и физическими недостатками, психиатрическими заболеваниями и наркологическими расстройствами";"273502307";"Q";"87.20.12.000";"";"Q.87.20.12.000";
"Услуги по уходу с обеспечением проживания для престарелых и инвалидов";"273502308";"Q";"87.3";"";"Q.87.3";
"Услуги по уходу с обеспечением проживания для престарелых и инвалидов";"273502309";"Q";"87.30";"";"Q.87.30";
"Услуги по уходу с обеспечением проживания для престарелых и инвалидов";"273502310";"Q";"87.30.1";"Эта группировка включает:^- услуги, предоставляемые домами попечительства и домами отдыха без услуг медсестер^Эта группировка не включает:^- совокупные услуги по обеспечению проживания и медицинскому лечению под руководством лечащих врачей, см. 86.10.1;^- совокупные услуги по обеспечению проживания и медицинскому лечению без надзора лечащего врача, см. 87.10.10;^- социальные услуги с обеспечением проживания, где медицинское лечение или образование не являются основными элементами, см. 87.90";"Q.87.30.1";
"Услуги социальные, предоставляемые престарелым в учреждениях с обеспечением проживания";"273502311";"Q";"87.30.11";"Эта группировка включает:^- социальные услуги, включая круглосуточный уход, предоставляемый престарелым в учреждениях с обеспечением проживания, включая услуги, предоставляемые домами престарелых и домами престарелых с минимальными услугами медсестер";"Q.87.30.11";
"Услуги социальные, предоставляемые престарелым в учреждениях с обеспечением проживания";"273502312";"Q";"87.30.11.000";"";"Q.87.30.11.000";
"Услуги социальные, предоставляемые детям-инвалидам и подросткам-инвалидам в учреждениях с обеспечением проживания";"273502313";"Q";"87.30.12";"Эта группировка включает:^- социальные услуги, включая круглосуточный уход, предоставляемые в учреждениях с обеспечением проживания детям и подросткам с физическими или умственными недостатками, в том числе слепым, глухим или немым";"Q.87.30.12";
"Услуги социальные, предоставляемые детям-инвалидам и подросткам-инвалидам в учреждениях с обеспечением проживания";"273502314";"Q";"87.30.12.000";"";"Q.87.30.12.000";
"Услуги социальные, предоставляемые инвалидам (взрослым) в учреждениях с обеспечением проживания";"273502315";"Q";"87.30.13";"Эта группировка включает:^- социальные услуги, включая круглосуточный уход, предоставляемый в учреждениях с обеспечением проживания взрослым с физическими или умственными недостатками, в том числе слепым, глухим или немым";"Q.87.30.13";
"Услуги социальные, предоставляемые инвалидам (взрослым) в учреждениях с обеспечением проживания";"273502316";"Q";"87.30.13.000";"";"Q.87.30.13.000";
"Услуги по уходу с обеспечением проживания прочие";"273502317";"Q";"87.9";"";"Q.87.9";
"Услуги по уходу с обеспечением проживания прочие";"273502318";"Q";"87.90";"";"Q.87.90";
"Услуги по уходу с обеспечением проживания прочие";"273502319";"Q";"87.90.1";"Эта группировка не включает:^- услуги по финансированию и управлению обязательных программ социального обеспечения, см. 84.30.1;^- услуги заведений сестринского ухода, см. 87.10.10;^- деятельность кратковременных убежищ для пострадавших в катастрофах, см. 88.99.19";"Q.87.90.1";
"Услуги социальные с обеспечением проживания для детей и молодым людям прочие";"273502320";"Q";"87.90.11";"Эта группировка включает:^- социальные услуги, включая круглосуточный уход, предоставляемые детям и молодым людям, с обеспечением проживания, например, социальные услуги для приютов для сирот, домов для детей, нуждающихся в защите, исправительных учреждений для несовершеннолетних преступников и т. д.^Эта группировка не включает:^- услуги по уходу с обеспечением проживания для детей с умственными и физическими недостатками, психиатрическими заболеваниями и наркологическими расстройствами, см. 87.20.11;^- услуги по усыновлению, см. 88.99.11";"Q.87.90.11";
"Услуги социальные с обеспечением проживания для детей и молодым людям прочие";"273502321";"Q";"87.90.11.000";"";"Q.87.90.11.000";
"Услуги социальные с обеспечением проживания, предоставляемые в кризисных центрах помощи женщинам";"273502322";"Q";"87.90.12";"";"Q.87.90.12";
"Услуги социальные с обеспечением проживания, предоставляемые в кризисных центрах помощи женщинам";"273502323";"Q";"87.90.12.000";"";"Q.87.90.12.000";
"Услуги социальные с обеспечением проживания для взрослых прочие";"273502324";"Q";"87.90.13";"Эта группировка включает:^- социальные услуги с обеспечением проживания, включая круглосуточный уход для взрослых, например услуги учреждений, обеспечивающих уход за матерями-одиночками и их детьми, услуги временных убежищ для бездомных, услуги реабилитационных домов для людей с социальными или личными проблемами, услуги реабилитационных домов для преступников и нарушителей, прочие услуги социальной реабилитации^Эта группировка не включает:^- услуги по уходу с обеспечением проживания, предоставляемые для взрослых с умственными и физическими недостатками, психиатрическими заболеваниями и наркологическими расстройствами, см. 87.20.12;^- услуги по уходу с обеспечением проживания для престарелых и инвалидов, см. 87.30.1";"Q.87.90.13";
"Услуги социальные с обеспечением проживания для взрослых прочие";"273502325";"Q";"87.90.13.000";"";"Q.87.90.13.000";
"Услуги социальные без обеспечения проживания";"273502326";"Q";"88";"";"Q.88";
"Услуги социальные без обеспечения проживания для престарелых и инвалидов";"273502327";"Q";"88.1";"";"Q.88.1";
"Услуги социальные без обеспечения проживания для престарелых и инвалидов";"273502328";"Q";"88.10";"";"Q.88.10";
"Услуги социальные без обеспечения проживания для престарелых и инвалидов";"273502329";"Q";"88.10.1";"Эта группировка не включает:^- услуги по финансированию и управлению обязательных программ социального обеспечения, см. 84.30.1";"Q.88.10.1";
"Услуги по посещению и помощи для пожилых людей";"273502330";"Q";"88.10.11";"";"Q.88.10.11";
"Услуги по посещению и помощи для пожилых людей";"273502331";"Q";"88.10.11.000";"";"Q.88.10.11.000";
"Услуги центров по дневному уходу для пожилых людей";"273502332";"Q";"88.10.12";"";"Q.88.10.12";
"Услуги центров по дневному уходу для пожилых людей";"273502333";"Q";"88.10.12.000";"";"Q.88.10.12.000";
"Услуги по профессиональной реабилитации инвалидов";"273502334";"Q";"88.10.13";"Эта группировка включает:^- услуги по профессиональной реабилитации и предоставлению работы инвалидам при минимуме обучения^Эта группировка не включает:^- услуги по профессиональной реабилитации инвалидов, при оказании которых обучение является главной составляющей, см. раздел 85";"Q.88.10.13";
"Услуги по профессиональной реабилитации инвалидов";"273502335";"Q";"88.10.13.000";"";"Q.88.10.13.000";
"Услуги по посещению и оказанию помощи для инвалидов";"273502336";"Q";"88.10.14";"Эта группировка также включает:^- услуги по присмотру за больными";"Q.88.10.14";
"Услуги по посещению и оказанию помощи для инвалидов";"273502337";"Q";"88.10.14.000";"";"Q.88.10.14.000";
"Услуги центров по дневному уходу за инвалидами";"273502338";"Q";"88.10.15";"Эта группировка не включает:^- услуги по дневному уходу за детьми-инвалидами, см. 88.91.12";"Q.88.10.15";
"Услуги центров по дневному уходу за инвалидами";"273502339";"Q";"88.10.15.000";"";"Q.88.10.15.000";
"Услуги социальные без обеспечения проживания прочие";"273502340";"Q";"88.9";"";"Q.88.9";
"Услуги по дневному уходу за детьми";"273502341";"Q";"88.91";"";"Q.88.91";
"Услуги по дневному уходу за детьми";"273502342";"Q";"88.91.1";"";"Q.88.91.1";
"Услуги по дневному уходу за детьми, кроме дневного ухода за детьми с физическими или умственными недостатками";"273502343";"Q";"88.91.11";"Эта группировка включает:^- социальные услуги, предоставляемые без обеспечения проживания и связанные с обеспечением дневного пребывания и простейшим игровым обучением маленьких детей в детских садах и прочих учреждениях по дневному уходу за детьми^Эта группировка не включает:^- услуги няни по уходу за ребенком, см. 88.91.13";"Q.88.91.11";
"Услуги по дневному уходу за детьми, кроме дневного ухода за детьми с физическими или умственными недостатками";"273502344";"Q";"88.91.11.000";"";"Q.88.91.11.000";
"Услуги по дневному уходу за детьми-инвалидами и подростками-инвалидами";"273502345";"Q";"88.91.12";"Эта группировка включает:^- социальные услуги, предоставляемые без обеспечения проживания и связанные с обеспечением дневного пребывания и простейшим игровым обучением детей-инвалидов и подростков-инвалидов";"Q.88.91.12";
"Услуги по дневному уходу за детьми-инвалидами и подростками-инвалидами";"273502346";"Q";"88.91.12.000";"";"Q.88.91.12.000";
"Услуги няни по уходу за ребенком";"273502347";"Q";"88.91.13";"";"Q.88.91.13";
"Услуги няни по уходу за ребенком";"273502348";"Q";"88.91.13.000";"";"Q.88.91.13.000";
"Услуги социальные без обеспечения проживания прочие, не включенные в другие группировки";"273502349";"Q";"88.99";"";"Q.88.99";
"Услуги социальные без обеспечения проживания прочие, не включенные в другие группировки";"273502350";"Q";"88.99.1";"Эта группировка не включает:^- услуги по финансированию и управлению обязательных программ социального обеспечения, см. 84.30.1";"Q.88.99.1";
"Услуги по руководству и консультативные услуги, связанные с детьми, не включенные в другие группировки";"273502351";"Q";"88.99.11";"Эта группировка включает:^- услуги по руководству и консультативные услуги, не включенные в другие группировки, предоставляемые отдельным лицам и семьям, обычно родителям ребенка, по месту их жительства или в других местах^Эти услуги могут относиться к проблемам поведения и другим проблемам, связанным с детьми, например проблемам разрушения семьи, школьным, проблемам физического развития, предотвращения жестокого обращения с детьми, вмешательства в кризисных ситуациях, усыновления (удочерения) и т. п.^Эта группировка не включает:^- консультативные услуги для детей в области образования, см. 85.60.10";"Q.88.99.11";
"Услуги по руководству и консультативные услуги, связанные с детьми, не включенные в другие группировки";"273502352";"Q";"88.99.11.000";"";"Q.88.99.11.000";
"Услуги социальные без обеспечения проживания";"273502353";"Q";"88.99.12";"Эта группировка включает:^- социальные услуги без обеспечения проживания, например услуги по установлению права на получение социальной помощи, доплаты за аренду жилья (жилищных субсидий) и продовольственных талонов;^- услуги дневных заведений для бездомных и других социально неблагополучных групп;^- консультативные услуги по проблемам домашнего бюджета;^- консультативные услуги по вопросам займов и долгов;^- услуги, предоставляемые общинами и в близлежащих районах^Эта группировка не включает:^- услуги по медицинскому уходу на дому, см. 86.90.12;^- услуги центров по дневному уходу за престарелыми и инвалидами, см. 88.10.12, 88.10.15";"Q.88.99.12";
"Услуги социальные без обеспечения проживания";"273502354";"Q";"88.99.12.000";"";"Q.88.99.12.000";
"Услуги профессиональной реабилитации для безработных";"273502355";"Q";"88.99.13";"Эта группировка включает:^- услуги по профессиональной реабилитации и предоставлению работы для безработных при минимуме обучения^Эта группировка не включает:^- услуги по профессиональной реабилитации, при оказании которых обучение является главной составляющей, см. раздел 85;^- услуги по профессиональной реабилитации и предоставлению работы инвалидам при минимуме обучения, см. 88.10.13";"Q.88.99.13";
"Услуги профессиональной реабилитации для безработных";"273502356";"Q";"88.99.13.000";"";"Q.88.99.13.000";
"Услуги социальные без обеспечения проживания прочие, не включенные в другие группировки";"273502357";"Q";"88.99.19";"Эта группировка включает:^- прочие социальные услуги без обеспечения проживания, например консультации по вопросам брака;^- услуги по вопросам профессиональной ориентации, предоставляемые досрочно или условно освобожденным, отпущенным на поруки;^- оказание социальной помощи жертвам стихийных бедствий, беженцам и иммигрантам, включая предоставление временного жилья;^- благотворительные услуги, такие как сбор средств или другие услуги по оказанию помощи, связанные с социальными услугами";"Q.88.99.19";
"Услуги социальные без обеспечения проживания прочие, не включенные в другие группировки";"273502358";"Q";"88.99.19.000";"";"Q.88.99.19.000";
"УСЛУГИ В ОБЛАСТИ ИСКУССТВА, РАЗВЛЕЧЕНИЙ, ОТДЫХА И СПОРТА";"273502359";"R";"";"";"R.";
"Услуги в области творчества, искусства и развлечений";"273502360";"R";"90";"";"R.90";
"Услуги в области творчества, искусства и развлечений";"273502361";"R";"90.0";"";"R.90.0";
"Услуги в области исполнительских искусств";"273502362";"R";"90.01";"";"R.90.01";
"Услуги в области исполнительских искусств";"273502363";"R";"90.01.1";"";"R.90.01.1";
"Услуги в области исполнительских искусств";"273502364";"R";"90.01.10";"Эта группировка включает:^- услуги, предоставляемые актерами, чтецами, певцами, музыкантами, танцорами, каскадерами, ведущими телевизионных программ, лекторами, ораторами, цирковыми и прочими артистами;^- услуги, предоставляемые натурщиками/манекенщиками, выступающими на индивидуальной основе";"R.90.01.10";
"Услуги в области исполнительских искусств";"273502365";"R";"90.01.10.000";"";"R.90.01.10.000";
"Услуги по поддержке исполнительских искусств";"273502366";"R";"90.02";"";"R.90.02";
"Услуги по поддержке исполнительских искусств";"273502367";"R";"90.02.1";"Эта группировка не включает:^- услуги, предоставляемые персональными театральными или художественными агентами, см. 74.90.20;^- услуги по подбору кадров, см. 78.10.12";"R.90.02.1";
"Услуги по созданию спектаклей, концертов и иных зрелищных программ (произведений исполнительского искусства)";"273502368";"R";"90.02.11";"Эта группировка включает:^- услуги по производству и постановке: театральных, оперных, балетных, музыкальных, концертных представлений, кукольных и цирковых представлений^Эта группировка не включает:^- услуги по производству и постановке звуковых и световых представлений и фейерверков, см. 93.29.21";"R.90.02.11";
"Услуги по созданию спектаклей, концертов и иных зрелищных программ (произведений исполнительского искусства)";"273502369";"R";"90.02.11.000";"";"R.90.02.11.000";
"Услуги по организации показа спектаклей, концертов и иных зрелищных программ (произведений исполнительского искусства), включая мероприятия по продвижению исполнительских искусств";"273502370";"R";"90.02.12";"Эта группировка включает:^- услуги по содействию и организации: театральных, оперных, балетных, музыкальных, концертных представлений кукольных и цирковых представлений";"R.90.02.12";
"Услуги по организации показа спектаклей, концертов и иных зрелищных программ (произведений исполнительского искусства), включая мероприятия по продвижению исполнительских искусств";"273502371";"R";"90.02.12.000";"";"R.90.02.12.000";
"Услуги по поддержке в области исполнительских искусств прочие";"273502372";"R";"90.02.19";"Эта группировка включает:^- услуги по управлению правами, закрепленными за художественными, литературными, музыкальными произведениями, за исключением кинематографических и аудиовизуальных произведений;^- услуги по поддержке исполнительских видов искусства, предоставляемые художниками-оформителями, художниками по костюмам и художниками по свету;^- прочие вспомогательные услуги, связанные с исполнительскими видами искусства, не включенные в другие группировки (эксплуатация декораций и художественного оформления, осветительного и звукового оборудования для исполнительских видов искусства)^Эта группировка не включает:^- услуги по управлению правами на прокат художественных фильмов, см. 59.13.12";"R.90.02.19";
"Услуги по поддержке в области исполнительских искусств прочие";"273502373";"R";"90.02.19.000";"";"R.90.02.19.000";
"Творчество художественное";"273502374";"R";"90.03";"";"R.90.03";
"Творчество художественное";"273502375";"R";"90.03.1";"";"R.90.03.1";
"Услуги, предоставляемые авторами (писателями, композиторами, скульпторами и др.) за исключением исполнителей артистов";"273502376";"R";"90.03.11";"Эта группировка включает:^- услуги художников, таких как композиторы, скульпторы, живописцы, мультипликаторы, граверы, офортисты и т.д., выступающих на индивидуальной основе;^- услуги писателей во всех жанрах, включая фантастику и техническую литературу, выступающих на индивидуальной основе;^- услуги независимых журналистов;^- услуги по реставрации произведений искусства^Эта группировка также включает:^- работы по сохранению и воссозданию монументальной живописи на объектах культурного наследия^Эта группировка не включает:^- услуги по восстановлению органов и прочих исторических музыкальных инструментов, см. 33.19.10;^- услуги по производству и постпроизводству художественных фильмов и видеопродукции, см. 59.11.1, 59.12.1;^- услуги по реставрации мебели (за исключением реставрации музейного типа), см. 95.24.10;^- работы по сохранению и воссозданию памятников историческим деятелям и деятелям культуры, садово-парковой скульптуры, см. 42.99.29;^- работы по реставрации, консервации и воссозданию барельефов, горельефов и прочих видов рельефной скульптуры, являющихся элементами декора объектов культурного наследия (зданий и сооружений), см. 43.99.90";"R.90.03.11";
"Подлинники произведений писателей, композиторов и прочих художников, за исключением артистов, живописцев, графиков и скульпторов";"273502378";"R";"90.03.12";"Эта группировка включает:^- оригинальные работы авторов: книжные рукописи; композиторов: оригинальные музыкальные пьесы, записанные автором из не защищенного авторским правом произведения; прочих художников, кроме действующих художников, живописцев, графических художников и скульпторов^Создание этих оригинальных работ выполняется за собственный счет, является произведением, предназначенным для продажи по договору или без договора неизвестному покупателю^Эта группировка не включает:^- подлинники произведений живописцев, графиков и скульпторов, см. 90.03.13";"R.90.03.12";
"Подлинники произведений писателей, композиторов и прочих художников, за исключением артистов, живописцев, графиков и скульпторов";"273502379";"R";"90.03.12.000";"";"R.90.03.12.000";
"Подлинники произведений живописцев, графиков и скульпторов";"273502380";"R";"90.03.13";"Эта группировка включает:^- картины, рисунки и пастели; подлинники гравюр, эстампов и литографий; подлинники скульптур и статуэток из любых материалов^Эта группировка не включает:^- статуи, не являющиеся подлинниками, см. 23.70.1";"R.90.03.13";
"Подлинники произведений живописцев, графиков и скульпторов";"273502381";"R";"90.03.13.000";"";"R.90.03.13.000";
"Услуги учреждений культуры и искусства";"273502382";"R";"90.04";"";"R.90.04";
"Услуги учреждений культуры и искусства";"273502383";"R";"90.04.1";"";"R.90.04.1";
"Услуги учреждений культуры и искусства";"273502384";"R";"90.04.10";"Эта группировка включает:^- услуги концертных залов, театров, оперных зданий, мюзик-холлов, включая услуги билетных касс;^- услуги многоцелевых центров и подобных заведений с преобладанием культурного обслуживания^Эта группировка не включает:^- услуги, связанные с деятельностью кинотеатров, см. 59.14.1;^- услуги, связанные с деятельностью билетных агентств, см. 79.90.39;^- услуги, связанные с деятельностью музеев всех типов, см. 91.02.10;^- услуги по эксплуатации стадионов и спортивных арен, используемых для разнообразных целей, см. 93.11.10";"R.90.04.10";
"Услуги концертных залов, театров, оперных зданий, мюзик-холлов, включая услуги билетных касс";"273502385";"R";"90.04.10.110";"";"R.90.04.10.110";
"Услуги многоцелевых центров и подобных заведений с преобладанием культурного обслуживания";"273502386";"R";"90.04.10.120";"";"R.90.04.10.120";
"Услуги учреждений клубного типа: клубов, дворцов и домов культуры, домов народного творчества";"273502387";"R";"90.04.10.130";"";"R.90.04.10.130";
"Услуги библиотек, архивов, музеев и прочие услуги в области культуры";"273502388";"R";"91";"";"R.91";
"Услуги библиотек, архивов, музеев и прочие услуги в области культуры";"273502389";"R";"91.0";"";"R.91.0";
"Услуги библиотек и архивов";"273502390";"R";"91.01";"";"R.91.01";
"Услуги библиотек и архивов";"273502391";"R";"91.01.1";"";"R.91.01.1";
"Здания предприятий здравоохранения, науки и научного обслуживания, образования, культуры и искусства";"273502392";"F";"41.20.20.180";"";"F.41.20.20.180";
"Здания для органов государственного управления, обороны, государственной безопасности, финансов и иностранных представительств";"273502393";"F";"41.20.20.210";"";"F.41.20.20.210";
"Здания нежилые, не включенные в другие группировки";"273502394";"F";"41.20.20.290";"";"F.41.20.20.290";
"Сооружения топливно-энергетических, нефтехимических, газохимических и химических предприятий";"273502395";"F";"41.20.20.300";"Эта группировка не включает:^- электростанции, см. 42.22.13";"F.41.20.20.300";
"Сооружения нефтехимических предприятий";"273502396";"F";"41.20.20.310";"";"F.41.20.20.310";
"Сооружения газохимических предприятий";"273502397";"F";"41.20.20.320";"";"F.41.20.20.320";
"Сооружения химических предприятий";"273502398";"F";"41.20.20.330";"";"F.41.20.20.330";
"Сооружения нефтегазодобывающих предприятий";"273502399";"F";"41.20.20.340";"";"F.41.20.20.340";
"Сооружения нефтегазоперерабатывающих предприятий";"273502400";"F";"41.20.20.350";"";"F.41.20.20.350";
"Сооружения топливо-энергетических предприятий прочие, не включенные в другие группировки";"273502404";"F";"41.20.20.390";"";"F.41.20.20.390";
"Работы по возведению жилых зданий";"273502405";"F";"41.20.3";"";"F.41.20.3";
"Работы по возведению жилых зданий";"273502406";"F";"41.20.30";"Эта группировка включает:^- работы по строительству новых объектов, возведению пристроек, реконструкции и ремонту зданий;^- ремонт домов, квартир по заказам населения;^- переборка бревенчатых и брусчатых срубов;^- ремонт подвальных помещений, погребов;^- ремонт садовых (дачных) домиков;^- ремонт хозяйственных построек (сараев, навесов, летних кухонь и др.);^- строительство индивидуальных домов;^- строительство хозяйственных построек;^- изготовление и сборка бревенчатых и брусчатых срубов;^- сборка щитовых домов заводского изготовления;^- строительство садовых домиков;^- пристройка к домам дополнительных помещений (веранд, туалетов и др.);^- строительство индивидуальных бань и душевых^Эта группировка также включает:^- работы по сохранению и воссозданию жилых зданий, являющихся объектами культурного наследия, производимые в полном объеме^Эта группировка не включает:^- отдельные работы по сохранению и воссозданию объектов культурного наследия, см. 43^";"F.41.20.30";
"Работы строительные по возведению нежилых зданий и сооружений (работы по строительству новых объектов, возведению пристроек, реконструкции и ремонту зданий)";"273502408";"F";"41.20.4";"";"F.41.20.4";
"Работы строительные по возведению нежилых зданий и сооружений (работы по строительству новых объектов, возведению пристроек, реконструкции и ремонту зданий)";"273502409";"F";"41.20.40";"Эта группировка включает:^- строительные работы по возведению складских и промышленных зданий (например, для производства), легких промышленных зданий и сельскохозяйственных зданий;^- строительные работы по возведению торговых или административных зданий, таких как здания офисов, банков, конференц-залов, торговых центров, гаражей, заправочных станций и станций технического обслуживания, аэровокзалов, авто- и железнодорожных вокзалов (терминалов);^- строительные работы по возведению общественных зданий для проведения зрелищных мероприятий, таких как кинотеатры, театры, концертные залы, танцевальные залы и ночные клубы;^- строительные работы по возведению отелей, мотелей, гостиниц, общежитий, ресторанов и зданий аналогичного назначения;^- строительные работы по возведению зданий образовательных учреждений, таких как школы, колледжи, университеты, библиотеки, архивы и музеи;^- строительные работы по возведению зданий учреждений здравоохранения, таких как больницы и санатории;^- строительные работы по возведению зданий и сооружений для занятий спортом в закрытых помещениях или для отдыха (катки, гимнастические залы, закрытые теннисные корты, спортивные залы общего назначения, эллинги, боксерские ринги и т. д.);^- строительные работы по возведению нежилых зданий, не включенных в другие группировки, таких как здания религиозного назначения и тюрьмы^Эта группировка также включает:^- работы по сохранению и воссозданию нежилых зданий, являющихся объектами культурного наследия, производимые в полном объеме^Эта группировка не включает:^- работы по сохранению и воссозданию сооружений, являющихся объектами культурного наследия, см. 42;^- отдельные работы по сохранению и воссозданию объектов культурного наследия, см. 43";"F.41.20.40";
"Сооружения и строительные работы в области гражданского строительства";"273502411";"F";"42";"Эта группировка также включает:^- разработку проектов гражданского строительства;^- работы по сохранению и воссозданию инженерных сооружений, являющихся объектами культурного наследия, производимые в полном объеме^Эта группировка не включает:^- разработку строительных проектов зданий, см. 41;^- отдельные работы по сохранению и воссозданию объектов культурного наследия, см. 43";"F.42";
"Дороги автомобильные и железные; строительные работы по строительству автомобильных дорог и железных дорог";"273502412";"F";"42.1";"";"F.42.1";
"Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей";"273502413";"F";"42.11";"";"F.42.11";
"Автомагистрали, автомобильные дороги, в том числе улично-дорожная сеть, прочие автомобильные, велосипедные или пешеходные дороги, взлетно-посадочные полосы аэродромов";"273502414";"F";"42.11.1";"";"F.42.11.1";
"Автомагистрали, автомобильные дороги, в том числе улично-дорожная сеть, прочие автомобильные, велосипедные или пешеходные дороги, взлетно-посадочные полосы аэродромов";"273502415";"F";"42.11.10";"Эта группировка включает:^- автомагистрали (кроме автомагистралей на эстакадах), автомобильные дороги, в том числе улично-дорожную сеть, другие транспортные и пешеходные пути;^- дорожные ограждения и имеющие покрытие парковочные площадки, проезды, транспортные и пешеходные путепроводы над и под дорогой, велосипедные дорожки;^- взлетно-посадочные полосы аэродромов, включая подъезды такси и связанные с ними сооружения аэропорта, кроме зданий^Эта группировка не включает:^- автодороги, проходящие на эстакадах, см. 42.13.10;^- автодорожные тоннели, см.42.13.10";"F.42.11.10";
