"Name";"global_id";"Razdel";"Kod";"Nomdescr";"Idx";
"Винные напитки фруктовые (плодовые), произведенные без добавления этилового спирта";"661613551";"C";"11.03.10.121";"";"C.11.03.10.121";
"Винные напитки фруктовые (плодовые), произведенные с добавлением этилового спирта";"661613552";"C";"11.03.10.122";"";"C.11.03.10.122";
"Виноматериалы фруктовые (плодовые) специальные";"661613553";"C";"11.03.10.132";"";"C.11.03.10.132";
"Спирт этиловый технический синтетический";"661613554";"C";"20.14.74.120";"";"C.20.14.74.120";
"Коньяк особый";"661613555";"C";"11.01.10.145";"";"C.11.01.10.145";
"Ликероводочные изделия крепостью до 25 % включительно прочие";"661613556";"C";"11.01.10.219";"";"C.11.01.10.219";
"Ликеры крепостью свыше 25 %";"661613557";"C";"11.01.10.224";"";"C.11.01.10.224";
"Джины крепостью свыше 25 %";"661613558";"C";"11.01.10.225";"";"C.11.01.10.225";
"Вино игристое (шампанское)";"661613559";"C";"11.02.11.114";"";"C.11.02.11.114";
"Виноматериалы виноградные столовые";"661613560";"C";"11.02.12.211";"";"C.11.02.12.211";
"Отходы производства винодельческой продукции";"661613561";"C";"11.02.12.400";"";"C.11.02.12.400";
"Спиртосодержащие растворы непищевые";"661613562";"C";"20.59.59.200";"";"C.20.59.59.200";
"Спирт этиловый денатурированный из пищевого сырья";"661613563";"C";"20.14.75.110";"";"C.20.14.75.110";
"Биоэтанол из пищевого сырья";"661613564";"C";"20.14.75.210";"";"C.20.14.75.210";
"Продукты разные химические прочие, не включенные в другие группировки";"661613565";"C";"20.59.59.900";"";"C.20.59.59.900";
"Водка особая с защищенным наименованием места происхождения";"661613566";"C";"11.01.10.114";"";"C.11.01.10.114";
"Коньяк с защищенным наименованием места происхождения";"661613567";"C";"11.01.10.143";"";"C.11.01.10.143";
"Ликероводочные изделия крепостью до 25 % включительно";"661613568";"C";"11.01.10.210";"";"C.11.01.10.210";
"Наливки крепостью до 25 % включительно";"661613569";"C";"11.01.10.211";"";"C.11.01.10.211";
"Зерноотходы ржи озимой";"904098396";"A";"01.11.32.131";"";"A.01.11.32.131";
"Зерноотходы ржи яровой";"904098397";"A";"01.11.32.132";"";"A.01.11.32.132";
"Напитки, коктейли, кисели молокосодержащие";"904098414";"C";"10.51.56.311";"";"C.10.51.56.311";
"Напитки, коктейли, кисели молокосодержащие с заменителем молочного жира";"904098415";"C";"10.51.56.312";"";"C.10.51.56.312";
"Творожные и сметанные продукты, желе, соусы, кремы, пудинги, муссы, пасты, суфле молокосодержащие";"904098416";"C";"10.51.56.321";"";"C.10.51.56.321";
"Желе, соусы, кремы, пудинги, муссы, пасты, суфле молокосодержащие с заменителем молочного жира";"904098417";"C";"10.51.56.322";"";"C.10.51.56.322";
"Консервы сухие молокосодержащие с заменителем молочного жира";"904098418";"C";"10.51.56.337";"";"C.10.51.56.337";
"Продукты и консервы сублимационной сушки молокосодержащие с заменителем молочного жира";"904098419";"C";"10.51.56.338";"";"C.10.51.56.338";
"Продукты сквашенные сублимационной сушки молокосодержащие с заменителем молочного жира";"904098420";"C";"10.51.56.339";"";"C.10.51.56.339";
"Консервы молокосодержащие с заменителем молочного жира сгущенные с сахаром";"904098421";"C";"10.51.56.364";"";"C.10.51.56.364";
"Консервы молокосодержащие с заменителем молочного жира сгущенные с сахаром вареные";"904098422";"C";"10.51.56.365";"";"C.10.51.56.365";
"Консервы молокосодержащие с заменителем молочного жира сгущенные с сахаром с вкусовыми компонентами";"904098423";"C";"10.51.56.366";"";"C.10.51.56.366";
"Паста томатная";"904098424";"C";"10.39.17.112";"";"C.10.39.17.112";
"Мороженое молокосодержащее";"904098426";"C";"10.52.10.190";"";"C.10.52.10.190";
"Воды питьевые купажированные газированные и негазированные";"904098432";"C";"11.07.11.130";"";"C.11.07.11.130";
"Воды питьевые искусственно минерализованные";"904098433";"C";"11.07.11.140";"";"C.11.07.11.140";
"Отходы производства минеральных вод";"904098434";"C";"11.07.11.900";"";"C.11.07.11.900";
"Бензины специальные";"904098539";"C";"19.20.23.120";"";"C.19.20.23.120";
"Бензин прямогонный";"904098540";"C";"19.20.23.121";"";"C.19.20.23.121";
"Бензин газовый стабильный";"904098541";"C";"19.20.23.122";"";"C.19.20.23.122";
